time,x,y,z,class
0.0,-0.599,0.706,0.479,2
0.08,-1.058,0.809,0.593,2
0.17,-0.908,0.51,0.157,2
0.25,-0.754,0.559,0.208,2
0.33,-0.808,0.598,0.359,2
0.42,-0.688,0.688,0.369,2
0.5,-0.717,0.62,0.092,2
0.58,-0.757,0.587,0.19,2
0.67,-0.768,0.527,0.417,2
0.75,-0.712,0.615,0.388,2
0.83,-0.72,0.644,0.379,2
0.92,-0.751,0.68,0.262,2
1.0,-0.181,0.771,0.646,2
1.08,-0.453,0.831,0.882,2
1.17,-0.616,0.582,0.916,2
1.25,-0.604,0.325,0.486,2
1.33,-1.13,0.783,-0.197,2
1.42,-1.291,1.27,-0.81,2
1.5,-0.842,0.706,-0.198,2
1.58,-0.511,0.265,0.221,2
1.67,-0.395,0.715,0.293,2
1.75,-0.155,1.607,0.798,2
1.83,-0.233,1.16,1.065,2
1.92,-1.204,0.852,0.049,2
2.0,-0.707,0.807,-0.042,2
2.07,-0.969,0.208,-0.52,2
2.13,-0.917,-0.059,-0.547,2
2.2,-0.525,-0.047,0.632,2
2.27,-0.321,0.5,0.444,2
2.33,-1.024,0.896,0.543,2
2.4,-1.007,0.447,0.663,2
2.47,-0.613,0.517,0.446,2
2.53,-0.718,0.586,0.412,2
2.6,-0.694,0.544,0.55,2
2.67,-0.601,0.519,0.564,2
2.73,-0.586,0.542,0.539,2
2.8,-0.607,0.55,0.547,2
2.87,-0.595,0.573,0.592,2
2.93,-0.646,0.558,0.497,2
3.0,-0.647,0.581,0.49,2
3.08,-0.61,0.585,0.552,2
3.17,-0.615,0.59,0.501,2
3.25,-0.615,0.593,0.509,2
3.33,-0.6,0.6,0.516,2
3.42,-0.633,0.603,0.494,2
3.5,-0.576,0.625,0.54,2
3.58,-0.569,0.723,0.526,2
3.67,-0.988,0.52,1.092,2
3.75,-0.818,0.003,0.298,2
3.83,-0.895,0.08,0.218,2
3.92,-0.276,0.788,0.48,2
4.0,-0.279,1.569,0.696,2
4.08,-0.435,0.915,0.002,2
4.17,-0.795,0.352,-0.456,2
4.25,-1.279,0.261,-0.171,2
4.33,-0.99,0.309,0.302,2
4.42,-1.152,0.583,0.522,2
4.5,-0.963,0.716,0.249,2
4.58,-0.474,0.087,-0.169,2
4.67,-0.573,-0.113,0.115,2
4.75,-0.74,0.22,0.782,2
4.83,-0.556,0.454,1.451,2
4.92,-0.309,0.166,0.839,2
5.0,-0.687,0.391,0.032,2
5.08,-1.104,1.032,-0.105,2
5.17,-0.963,1.086,-0.166,2
5.25,-0.713,1.061,0.928,2
5.33,-0.531,0.695,0.354,2
5.42,-1.205,1.214,-0.505,2
5.5,-1.018,0.575,0.083,2
5.58,-0.133,-0.274,0.546,2
5.67,-0.312,-0.235,0.362,2
5.75,-0.381,0.176,0.299,2
5.83,-0.456,0.694,0.454,2
5.92,-0.448,1.188,0.543,2
6.0,-0.822,1.446,1.483,2
6.08,-0.387,0.565,0.545,2
6.17,-0.438,0.452,0.406,2
6.25,-0.501,0.532,0.588,2
6.33,-0.431,0.559,0.552,2
6.42,-0.416,0.583,0.53,2
6.5,-0.503,0.735,0.603,2
6.58,-0.517,0.744,0.739,2
6.67,-0.375,0.698,0.418,2
6.75,-0.572,0.814,0.289,2
6.83,-0.507,0.778,0.398,2
6.92,-0.531,0.711,0.432,2
7.0,-0.532,0.716,0.402,2
7.07,-0.556,0.744,0.482,2
7.13,-0.504,0.762,0.494,2
7.2,-0.434,0.868,0.391,2
7.27,-0.314,0.794,0.324,2
7.33,-0.77,0.627,0.07,2
7.4,-0.788,0.177,0.33,2
7.47,-0.835,0.305,-0.319,2
7.53,-0.831,1.625,0.038,2
7.6,-0.592,1.073,-0.038,2
7.67,-0.743,0.158,-1.049,2
7.73,-0.549,0.088,0.522,2
7.8,-0.169,0.763,0.752,2
7.87,-0.508,1.049,0.885,2
7.93,-0.637,0.563,0.424,2
8.0,-0.613,0.615,0.507,2
8.08,-0.535,0.726,0.454,2
8.17,-0.548,0.662,0.519,2
8.25,-0.494,0.694,0.536,2
8.33,-0.505,0.768,0.516,2
8.42,-0.439,0.723,0.433,2
8.5,-0.599,0.468,0.438,2
8.58,-0.616,0.627,0.548,2
8.67,-0.479,0.712,0.54,2
8.75,-0.562,0.629,0.502,2
8.83,-0.711,0.559,0.593,2
8.92,-0.562,0.675,0.522,2
9.0,-0.493,0.664,0.513,2
9.08,-0.528,0.538,0.597,2
9.17,-0.652,0.52,0.55,2
9.25,-0.625,0.566,0.606,2
9.33,-0.579,0.582,0.579,2
9.42,-0.6,0.562,0.652,2
9.5,-0.519,0.599,0.468,2
9.58,-0.648,0.504,0.509,2
9.67,-0.655,0.522,0.509,2
9.75,-0.699,0.507,0.726,2
9.83,-0.455,0.685,0.707,2
9.92,-0.395,0.646,0.771,2
10.0,-0.575,0.059,0.71,2
10.08,-0.94,-0.216,0.562,2
10.17,-0.973,0.329,0.263,2
10.25,-1.047,1.074,0.392,2
10.33,-0.525,0.874,1.032,2
10.42,-0.596,0.34,0.369,2
10.5,-0.599,0.542,0.062,2
10.58,-0.518,0.637,0.519,2
10.67,-0.519,0.629,0.58,2
10.75,-0.542,0.5,0.616,2
10.83,-0.462,0.393,0.776,2
10.92,-0.554,0.505,0.543,2
11.0,-0.795,0.688,0.465,2
11.08,-0.678,0.621,0.647,2
11.17,-1.003,0.395,0.203,2
11.25,-0.87,0.176,0.025,2
11.33,-0.71,0.34,0.22,2
11.42,-0.75,0.461,0.469,2
11.5,-0.899,0.431,0.565,2
11.58,-1.075,0.568,0.431,2
11.67,-1.075,0.444,0.419,2
11.75,-0.87,0.206,0.272,2
11.83,-0.659,0.139,0.25,2
11.92,-0.443,0.222,0.15,2
12.0,-0.495,0.464,0.125,2
12.08,-0.684,1.029,0.148,2
12.17,-0.843,1.156,0.1,2
12.25,-0.717,0.833,0.113,2
12.33,-1.521,0.655,0.118,2
12.42,-1.537,0.747,0.693,2
12.5,-0.646,0.806,0.561,2
12.58,-0.803,0.363,0.302,2
12.67,-0.609,0.173,0.299,2
12.75,-0.532,0.498,0.532,2
12.83,-0.542,0.642,0.752,2
12.92,-0.563,0.663,0.672,2
13.0,-0.6,0.708,0.42,2
13.07,-0.635,0.699,0.361,2
13.13,-0.577,0.731,0.464,2
13.2,-0.557,0.782,0.2,2
13.27,-0.781,0.514,0.373,2
13.33,-0.73,0.203,0.782,2
13.4,-0.586,0.283,0.611,2
13.47,-0.698,0.525,0.485,2
13.53,-0.627,0.52,0.638,2
13.6,-0.644,0.527,0.71,2
13.67,-0.607,0.595,0.57,2
13.73,-0.652,0.552,0.445,2
13.8,-0.681,0.489,0.615,2
13.87,-0.609,0.541,0.746,2
13.93,-0.561,0.546,0.53,2
14.0,-0.95,0.128,0.287,2
14.08,-0.555,0.625,0.011,2
14.17,-0.646,1.218,-0.41,2
14.25,-0.804,0.712,-0.662,2
14.33,-0.92,0.666,-0.023,2
14.42,-0.775,0.64,-0.472,2
14.5,-0.695,0.526,-0.607,2
14.58,-0.831,0.982,-0.604,2
14.67,-0.324,0.579,0.009,2
14.75,-0.352,0.181,0.227,2
14.83,-0.821,0.399,0.367,2
14.92,-0.947,0.561,0.81,2
15.0,-0.716,0.574,0.62,2
15.08,-0.732,0.483,0.536,2
15.17,-0.647,0.513,0.532,2
15.25,-0.592,0.536,0.504,2
