time,x,y,z,class
0.0,0.4667969,-0.6948242,0.5612793,1
0.05,0.3676758,-0.78125,0.5556641,1
0.09,0.6164551,-0.6479492,0.7451172,1
0.14,0.6572266,-0.6186523,0.8503418,1
0.18,0.5178223,-0.6210938,0.8806152,1
0.23,0.385498,-0.5644531,0.8173828,1
0.27,0.345459,-0.447998,0.7983398,1
0.32,0.6022949,-0.4567871,0.9699707,1
0.36,0.6462402,-0.4072266,0.9602051,1
0.41,0.1394043,-0.7958984,0.8635254,1
0.45,0.1225586,-0.9055176,0.9709473,1
0.5,0.0925293,-0.5690918,0.605957,1
0.55,-0.3444824,-0.4780273,0.6987305,1
0.59,0.007080078,-0.05517578,0.7756348,1
0.64,0.371582,0.08544922,0.6523438,1
0.68,0.151123,0.006835938,0.5749512,1
0.73,-0.1220703,-0.2226563,0.552002,1
0.77,0.06030273,-0.2973633,0.6330566,1
0.82,0.3085938,-0.3706055,0.8283691,1
0.86,0.03417969,-0.4133301,0.7712402,1
0.91,0.02392578,-0.5566406,0.6975098,1
0.95,0.5893555,-0.8745117,0.9729004,1
1.0,0.3613281,-1.241943,0.8366699,1
1.04,0.7263184,-0.5734863,0.6027832,1
1.08,-0.08422852,-0.777832,0.9306641,1
1.12,-0.1057129,-0.2890625,1.072754,1
1.16,-0.06958008,-0.1088867,0.8964844,1
1.2,-0.09692383,-0.6906738,0.6708984,1
1.24,-0.1647949,-0.7009277,0.7216797,1
1.28,-0.09228516,-0.5412598,0.7084961,1
1.32,-0.005615234,-0.4865723,0.7587891,1
1.36,-0.2924805,-0.6274414,0.8920898,1
1.4,-0.434082,-0.5888672,0.7697754,1
1.44,0.2307129,-0.395752,0.8833008,1
1.48,0.0480957,-0.494873,0.8444824,1
1.52,-0.3840332,-0.5854492,0.6425781,1
1.56,-0.3430176,-0.6401367,0.6459961,1
1.6,-0.6635742,-0.6142578,0.4467773,1
1.64,-0.7614746,-0.7163086,0.4699707,1
1.68,-0.1311035,-0.6005859,0.7424316,1
1.72,-0.2011719,-0.6281738,0.7062988,1
1.76,-0.3447266,-0.6689453,0.6652832,1
1.8,-0.4418945,-0.6936035,0.5085449,1
1.84,0.0690918,-0.5563965,0.6208496,1
1.88,0.4440918,-0.6782227,0.8769531,1
1.92,0.4243164,-0.9135742,0.7460938,1
1.96,0.4128418,-0.8913574,0.7092285,1
2.0,0.2941895,-0.8015137,0.6748047,1
2.05,-0.01708984,-0.8527832,0.5161133,1
2.11,0.2880859,-0.6188965,0.7260742,1
2.16,0.3012695,-0.748291,0.590332,1
2.21,0.2568359,-0.6757813,0.6323242,1
2.26,0.3996582,-0.5878906,0.6643066,1
2.32,0.6096191,-0.5581055,0.6665039,1
2.37,0.3757324,-0.7353516,0.630127,1
2.42,0.3483887,-0.6286621,0.6984863,1
2.47,0.3432617,-0.7114258,0.8947754,1
2.53,0.3771973,-0.6777344,0.9318848,1
2.58,0.4377441,-0.5632324,0.8078613,1
2.63,0.282959,-0.6340332,0.5869141,1
2.68,0.06567383,-0.604248,0.6723633,1
2.74,-0.1689453,-0.5639648,0.4462891,1
2.79,-0.6325684,-0.5263672,0.4909668,1
2.84,-0.8659668,-0.3115234,0.3720703,1
2.89,-1.092285,-0.1652832,0.3955078,1
2.95,-1.119629,-0.1809082,0.5253906,1
3.0,-1.127441,-0.2624512,0.4196777,1
3.05,-1.085693,-0.2436523,0.3195801,1
3.1,-0.9360352,-0.04980469,0.3508301,1
3.15,-1.013184,-0.09912109,0.1374512,1
3.2,-0.9758301,-0.1057129,0.1384277,1
3.25,-1.068359,-0.157959,0.1132813,1
3.3,-1.072998,-0.2026367,0.06640625,1
3.35,-1.12207,-0.2685547,0.04248047,1
3.4,-1.012695,-0.269043,0.1125488,1
3.45,-0.9621582,-0.2441406,0.1574707,1
3.5,-0.8974609,-0.1147461,0.09692383,1
3.55,-1.091553,-0.1010742,0.04467773,1
3.6,-1.06958,-0.06396484,0.1113281,1
3.65,-1.157959,-0.02490234,0.2231445,1
3.7,-0.8664551,-0.1286621,0.1589355,1
3.75,-0.7529297,-0.1420898,0.2080078,1
3.8,-1.148438,-0.8227539,0.3894043,1
3.85,-1.842529,-1.729004,1.213623,1
3.9,0.09667969,-1.148926,0.2099609,1
3.95,-0.09643555,-1.349854,0.5,1
4.0,-0.4941406,-0.7451172,-0.3649902,1
4.04,-1.192627,-0.5993652,0.5898438,1
4.08,-1.268799,-0.4880371,0.6884766,1
4.12,-1.616211,-0.295166,0.6586914,1
4.17,-1.037842,-0.07006836,0.7124023,1
4.21,-0.9084473,-0.09399414,0.842041,1
4.25,-0.9396973,0.0378418,0.9255371,1
4.29,-1.269531,-0.1330566,0.517334,1
4.33,-0.7329102,-0.1357422,0.2619629,1
4.38,-0.6057129,-0.03027344,0.2797852,1
4.42,-0.4060059,-0.1516113,0.1303711,1
4.46,-0.2687988,-0.3469238,0.8605957,1
4.5,-0.01123047,-0.9355469,0.3122559,1
4.54,0.3122559,-0.9562988,0.3693848,1
4.58,0.7404785,-1.336914,0.2006836,1
4.62,0.4741211,-1.064453,0.513916,1
4.67,-0.1203613,-1.257813,0.2695313,1
4.71,-0.2062988,-1.212158,0.7419434,1
4.75,0.1218262,-0.8635254,0.8552246,1
4.79,-0.4985352,-0.7033691,0.5581055,1
4.83,-0.4396973,-0.5852051,0.8063965,1
4.88,-0.59375,-0.6940918,1.036377,1
4.92,-1.036621,-0.3173828,1.041748,1
4.96,-0.0625,-0.2141113,0.6835938,1
5.0,0.7351074,-0.732666,0.6196289,1
5.04,0.5761719,-0.6516113,0.3464355,1
5.08,0.3581543,-1.108398,0.7924805,1
5.12,0.628418,-0.9111328,0.6704102,1
5.17,0.5966797,-0.8269043,0.4431152,1
