time,x,y,z,class
0.0,2.54573178291,-38.1707344055,9.7865858078,2
0.06,2.94207334518,-90.3810958862,3.17073178291,2
0.12,-3.42987823486,-129.618911743,-3.96341466904,2
0.18,7.01219511032,-177.652450562,3.04878044128,2
0.24,31.0518302917,-162.271347046,-4.31402444839,2
0.29,36.8597564697,-153.993911743,-8.29268264771,2
0.35,59.2682952881,-246.051834106,-18.6890239716,2
0.41,88.841468811,-277.378051758,-15.7164640427,2
0.47,85.716468811,-248.704269409,-40.7774391174,2
0.53,62.7439041138,-133.003051758,-70.990852356,2
0.59,7.24085378647,-41.0213432312,-99.7713470459,2
0.65,0.945121943951,-25.2896347046,-108.18598175,2
0.71,-3.96341466904,-6.79878044128,-135.243911743,2
0.76,-1.52439022064,1.2804877758,-126.875,2
0.82,26.9207324982,-10.6402444839,-67.9420776367,2
0.88,74.8170776367,-17.9573173523,-1.00609755516,2
0.94,101.036590576,-26.4329280853,28.9329280853,2
1.0,105.320121765,-18.033536911,87.6371994019,2
1.05,-7.75914669037,86.4481735229,170.01524353,2
1.09,-65.884147644,14.192073822,145.564025879,2
1.14,-146.158538818,109.054878235,107.057929993,2
1.18,-171.112808228,184.588424683,118.81098175,2
1.23,-200.868911743,164.39024353,114.222564697,2
1.27,-211.524398804,127.423782349,98.7042694092,2
1.32,-46.8140258789,-9.11585426331,-32.3932952881,2
1.36,-25.8689022064,-65.4268341064,-39.3292694092,2
1.41,-23.3231716156,-139.161590576,-31.4329280853,2
1.45,-14.4207324982,-90.1981735229,-29.3597564697,2
1.5,111.829269409,-16.6463413239,-42.2560997009,2
1.55,123.246955872,-14.0853662491,-71.7987823486,2
1.59,129.542678833,-11.5548782349,-38.3536605835,2
1.64,123.932929993,-6.00609779358,-30.2896347046,2
1.68,120.365859985,16.7073173523,-6.61585378647,2
1.73,134.009155273,30.0609760284,2.68292689323,2
1.77,150.411590576,133.810974121,31.7225608826,2
1.82,151.935974121,235.71647644,53.2774391174,2
1.86,84.8780517578,280.868896484,143.185974121,2
1.91,44.5426826477,321.128051758,150.64024353,2
1.95,-27.1036586761,160.655487061,151.509155273,2
2.0,-49.3292694092,115.335365295,140.960372925,2
2.04,-79.7103652954,98.0182952881,104.710365295,2
2.07,-112.179878235,83.0335388184,139.954269409,2
2.11,25.1981716156,-64.9237823486,39.7103652954,2
2.14,-24.1463413239,-46.4176826477,35.5945129395,2
2.18,-17.0121955872,-40.7164649963,-33.8719520569,2
2.21,45.3506126404,-111.371955872,-62.3780517578,2
2.25,83.0182952881,-146.539642334,-95.1067123413,2
2.29,82.865852356,-58.5060997009,-107.454269409,2
2.32,74.4817123413,-28.7347564697,-129.268295288,2
2.36,21.2804889679,-57.9268302917,-150.716461182,2
2.39,-9.90853691101,-94.3140258789,-156.280487061,2
2.43,-94.8475646973,-139.862808228,-153.597564697,2
2.46,-123.856712341,-135.868911743,-125.914634705,2
2.5,-177.103668213,-158.292694092,-90.625,2
2.54,-228.978668213,-100.137199402,18.0487804413,2
2.57,-225.396347046,-71.6310958862,36.9817085266,2
2.61,-171.631103516,-43.6432952881,34.009147644,2
2.64,-125.67073822,-12.1036586761,34.8628044128,2
2.68,-63.0945129395,-40.4878044128,27.4237804413,2
2.71,-65.9603652954,-84.8932952881,4.40548801422,2
2.75,-3.62804889679,-158.689025879,-30.7012195587,2
2.79,15.4115858078,-90.6097564697,-16.5548782349,2
2.82,26.1890258789,46.8597564697,-3.55182933807,2
2.86,18.2012195587,35.6402435303,-17.5304889679,2
2.89,16.4329280853,39.3445129395,-7.75914669037,2
2.93,13.4146347046,24.8018302917,-11.8445129395,2
2.96,7.02743911743,-8.93292713165,-10.3048782349,2
3.0,3.62804889679,-10.7012195587,-14.283536911,2
3.04,6.7682929039,42.5457344055,-10.3048782349,2
3.08,6.64634180069,29.5579280853,-9.29878044128,2
3.12,-0.411585360765,30.6554889679,-8.29268264771,2
3.17,2.08841466904,39.2530479431,-2.57621955872,2
3.21,-0.0609756112099,14.6493902206,2.63719511032,2
3.25,-3.26219511032,25.350610733,-1.00609755516,2
3.29,6.52439022064,20.1829280853,1.96646344662,2
3.33,4.69512224197,4.05487823486,2.10365867615,2
3.38,9.45121955872,36.4481697083,5.77743911743,2
3.42,14.6951227188,50.1676826477,11.4481706619,2
3.46,33.5365867615,-47.6676826477,-6.52439022064,2
3.5,38.4756088257,-44.2225608826,-12.7591466904,2
3.54,50.6554908752,2.36280488968,-15.9451227188,2
3.58,45.5030479431,4.64939022064,-17.4237804413,2
3.62,32.2560997009,-10.3353662491,-16.7378044128,2
3.67,24.2682933807,-23.9176826477,-14.7865858078,2
3.71,6.41768312454,-22.5,-5.53353691101,2
3.75,-11.9817075729,7.85060977936,8.85670757294,2
3.79,-13.7195129395,7.60670757294,16.7073173523,2
3.83,-4.81707334518,5.06097555161,15.9756097794,2
3.88,12.8658542633,-7.66768312454,18.8871955872,2
3.92,80.4878082275,11.1280488968,26.600610733,2
3.96,91.707321167,29.1768302917,32.5152435303,2
4.0,116.631103516,82.865852356,111.112808228,2
4.03,113.719512939,97.3628082275,117.012199402,2
4.07,96.5396347046,125.0,129.740859985,2
4.1,48.4298782349,103.506103516,123.231712341,2
4.14,26.4634151459,68.3384170532,116.92073822,2
4.17,-9.98475646973,-19.3597564697,70.8689041138,2
4.21,-30.9451217651,-67.4390258789,38.4451217651,2
4.24,-33.0487823486,-68.1707305908,29.9847564697,2
4.28,-6.08231735229,-5.30487823486,14.8780488968,2
4.31,-3.7195122242,9.11585426331,7.59146356583,2
4.34,-6.43292713165,-28.567073822,7.05792713165,2
4.38,-5.56402444839,-43.125,5.25914669037,2
4.41,-10.9756097794,-20.975610733,5.76219511032,2
4.45,-18.0487804413,8.36890220642,12.8353662491,2
4.48,-13.7195129395,97.957321167,19.0701217651,2
4.52,-15.1371955872,108.597564697,19.5579280853,2
4.55,-33.9634170532,129.725616455,37.5152435303,2
4.59,-29.5579280853,154.207321167,35.1219520569,2
4.62,-32.3323173523,25.4115867615,6.1432929039,2
4.66,-7.97256135941,43.4756126404,-1.2042683363,2
4.69,-8.26219558716,7.22560977936,-13.2317075729,2
4.72,0.0457317084074,8.73475646973,-36.4786605835,2
4.76,3.1554877758,21.0518302917,-38.8414649963,2
4.79,3.18597579002,28.4451217651,-39.3140258789,2
4.83,0.335365861654,17.4695129395,-39.3140258789,2
4.86,3.75,11.4481706619,-30.4725608826,2
4.9,2.39329266548,8.46036624908,-21.7682933807,2
4.93,0.792682945728,6.20426845551,-11.5548782349,2
4.97,6.41768312454,11.8445129395,-2.86585378647,2
5.0,10.7012195587,5.56402444839,25.259147644,2
5.04,7.72865867615,-16.6615848541,29.1158542633,2
5.09,15.7621955872,-42.5609779358,41.0518302917,2
5.13,25.8079280853,-33.8109779358,39.5121955872,2
5.17,41.0823173523,-96.0061035156,36.6463432312,2
5.22,46.9817085266,-98.9176864624,40.2743911743,2
5.26,57.2713432312,-68.5213394165,30.6554889679,2
5.3,52.0884170532,-73.0640258789,25.9298782349,2
5.35,35.0152435303,-80.6097564697,17.7439022064,2
5.39,28.6432933807,-80.6402435303,9.31402492523,2
5.43,16.6615848541,-71.8292694092,-15.4573173523,2
5.48,11.7073173523,-63.5060997009,-25.0,2
5.52,5.13719511032,-52.5914649963,-42.0274391174,2
5.57,-8.04878044128,-17.1189022064,-66.9664611816,2
5.61,-8.33841514587,-12.6524391174,-74.1310958862,2
5.65,-16.4329280853,0.914634168148,-84.5579299927,2
5.7,-12.5457315445,19.8780498505,-87.6676864624,2
5.74,-7.89634180069,42.6981735229,-101.326225281,2
5.78,-9.74085426331,42.1646347046,-101.875,2
5.83,33.6737823486,145.411590576,-68.3689041138,2
5.87,38.4451217651,134.679885864,-50.4573173523,2
5.91,39.7865867615,143.216461182,-42.1036605835,2
5.96,18.9939022064,81.4176864624,-36.4786605835,2
6.0,3.64329266548,45.4115867615,-20.2286586761,2
6.07,1.99695122242,37.5152435303,-25.4115867615,2
6.13,-1.37195122242,34.634147644,-20.4268302917,2
6.2,-4.10060977936,23.6737804413,-19.1615867615,2
6.27,-7.68292713165,10.442073822,-15.9908542633,2
6.33,-5.82317066193,20.716463089,-14.6036586761,2
6.4,-4.00914621353,2.07317066193,-12.1493902206,2
6.47,-5.30487823486,6.47865867615,-13.1097564697,2
6.53,-4.32926845551,21.3719520569,-13.5365858078,2
6.6,-3.56707334518,10.625,-11.2347564697,2
6.67,-2.80487799644,8.42987823486,-4.2682929039,2
6.73,-1.14329266548,13.4603662491,-3.29268288612,2
