time,x,y,z,class
0.0,-9.329,31.037,-11.159,1
0.04,-0.671,-8.78,-11.463,1
0.08,6.159,-22.805,-7.622,1
0.12,5.0,3.293,-5.793,1
0.17,4.024,0.183,-3.963,1
0.21,3.72,-9.024,-1.829,1
0.25,0.671,-0.793,0.549,1
0.29,-4.146,12.805,-0.793,1
0.33,-7.561,-3.415,-3.902,1
0.38,-8.11,-18.049,-0.305,1
0.42,-11.646,1.524,7.5,1
0.46,-12.256,5.61,8.902,1
0.5,-4.085,-16.768,4.146,1
0.54,4.146,-9.207,3.049,1
0.58,5.244,6.463,9.512,1
0.62,11.28,-3.171,7.012,1
0.67,10.854,-5.427,0.915,1
0.71,2.744,9.634,-5.915,1
0.75,-0.976,6.098,-12.195,1
0.79,-1.098,-2.683,-13.537,1
0.83,-0.366,2.378,-10.427,1
0.88,1.22,2.195,-5.244,1
0.92,2.866,1.707,-2.439,1
0.96,0.671,2.866,-2.622,1
1.0,-2.561,-2.317,-2.866,1
1.04,-5.793,-4.085,2.683,1
1.07,-5.976,11.341,2.805,1
1.11,-3.902,13.537,-5.122,1
1.15,-0.671,2.744,-8.598,1
1.19,4.329,-0.732,-2.012,1
1.22,5.915,-4.024,-2.012,1
1.26,1.22,-2.5,-6.037,1
1.3,-0.427,2.317,-3.293,1
1.33,1.585,6.28,1.646,1
1.37,4.024,20.0,2.439,1
1.41,0.976,22.5,-5.549,1
1.44,-0.549,15.549,-11.951,1
1.48,5.61,58.537,-15.0,1
1.52,-4.878,95.061,-19.695,1
1.56,-15.854,73.537,-21.463,1
1.59,2.378,60.915,-7.561,1
1.63,17.561,35.915,6.28,1
1.67,8.415,34.817,23.598,1
1.7,5.0,21.829,25.671,1
1.74,19.512,-50.122,14.146,1
1.78,17.012,-49.024,6.22,1
1.81,7.378,-10.61,-3.78,1
1.85,0.61,-4.756,-9.146,1
1.89,6.037,-45.305,-8.598,1
1.93,15.915,-56.524,-6.159,1
1.96,6.829,-1.341,-3.902,1
2.0,-0.732,33.293,-5.122,1
2.04,-0.671,13.11,-4.634,1
2.08,-0.305,-7.866,-2.378,1
2.12,-7.012,-7.622,-1.585,1
2.17,-10.427,-1.585,-0.854,1
2.21,-6.22,3.232,0.0,1
2.25,-0.183,1.646,-1.098,1
2.29,4.512,13.171,-0.732,1
2.33,7.744,3.72,0.427,1
2.38,7.073,-5.0,1.585,1
2.42,1.159,9.695,-1.646,1
2.46,0.61,3.537,-0.488,1
2.5,4.573,-8.171,4.39,1
2.54,1.951,-4.817,0.671,1
2.58,-2.927,1.341,-2.927,1
2.62,-7.317,6.28,-1.463,1
2.67,-10.244,6.159,-0.732,1
2.71,-9.634,-2.561,0.244,1
2.75,-8.171,0.061,2.317,1
2.79,-2.988,7.988,0.549,1
2.83,12.378,-5.0,7.317,1
2.88,33.659,-59.512,22.5,1
2.92,37.317,-77.927,23.232,1
2.96,28.72,-28.232,11.524,1
3.0,25.793,5.061,6.463,1
3.04,30.366,2.195,7.683,1
3.07,18.659,17.744,6.341,1
3.11,-1.524,24.878,1.28,1
3.15,-16.28,6.707,-3.841,1
3.19,-29.39,32.073,1.22,1
3.22,-44.573,66.463,-6.89,1
3.26,-42.622,37.134,-25.488,1
3.3,-39.756,23.72,-29.939,1
3.33,-45.427,35.61,-28.963,1
3.37,-48.049,16.585,-27.866,1
3.41,-48.537,17.744,-28.963,1
3.44,-50.732,28.415,-27.744,1
3.48,-38.598,2.378,-20.244,1
3.52,-5.122,4.024,-4.573,1
3.56,15.0,-2.134,5.183,1
3.59,23.232,-23.963,11.829,1
3.63,35.61,-33.598,18.293,1
3.67,43.537,-27.805,26.707,1
3.7,51.22,-35.122,27.927,1
3.74,53.049,-38.232,25.427,1
3.78,49.573,-29.39,23.354,1
3.81,40.671,-30.793,20.976,1
3.85,39.512,-44.268,19.268,1
3.89,37.683,-46.829,17.622,1
3.93,23.293,-13.963,12.744,1
3.96,8.78,19.329,8.902,1
4.0,2.561,8.232,7.805,1
4.04,-12.073,12.378,-0.244,1
4.08,-17.866,11.646,-6.037,1
4.12,-15.549,4.024,-4.695,1
4.17,-22.866,27.561,-11.585,1
4.21,-23.72,11.098,-13.476,1
4.25,-22.439,-4.878,-10.976,1
4.29,-29.207,20.549,-15.061,1
4.33,-33.11,38.049,-15.915,1
