time,x,y,z,class
0.0,30.4725608826,-110.960365295,-43.4603652954,1
0.07,39.2530479431,93.1707305908,68.8871994019,1
0.13,47.3475608826,75.2286605835,60.1829299927,1
0.2,-8.58231735229,85.8993911743,8.33841514587,1
0.27,-37.3628044128,60.884147644,16.5243911743,1
0.33,-27.7896347046,-25.2896347046,18.8871955872,1
0.4,-44.9847564697,39.6493911743,22.6371955872,1
0.47,-48.567073822,74.6951217651,15.3658542633,1
0.53,-49.8018302917,81.4786605835,15.1524391174,1
0.6,-28.9939022064,57.7439041138,8.5365858078,1
0.67,-12.5762195587,-12.2256097794,-9.34451198578,1
0.73,-13.4756097794,-9.08536624908,-9.05487823486,1
0.8,-14.9695129395,1.41768300533,-7.27134180069,1
0.87,36.4786605835,-128.795730591,-49.1463432312,1
0.93,-0.80792683363,-36.3719520569,-29.7713413239,1
1.0,-10.1371955872,24.6036586761,1.58536589146,1
1.08,-7.85060977936,20.533536911,3.70426845551,1
1.17,4.52743911743,-41.1737823486,-1.52439022064,1
1.25,13.0945129395,-42.8048782349,-4.75609779358,1
1.33,22.7134151459,-45.7164649963,-4.98475599289,1
1.42,0.74695122242,26.7530498505,3.90243911743,1
1.5,6.60060977936,50.1371955872,6.49390268326,1
1.58,5.625,105.411590576,13.0640249252,1
1.67,8.24695110321,256.158538818,75.6707305908,1
1.75,41.9512214661,252.789642334,92.2103652954,1
1.83,100.670730591,97.6219558716,-18.2621955872,1
1.92,94.6493911743,123.628051758,-42.0274391174,1
2.0,77.1798782349,85.3048782349,-33.4146347046,1
2.08,81.082321167,65.8079299927,-22.0121955872,1
2.17,52.2560997009,85.6554870605,-0.625,1
2.25,7.16463422775,61.2042694092,2.24085378647,1
2.33,-1.35670733452,-20.9908542633,9.05487823486,1
2.42,-23.6890258789,32.7286605835,9.51219558716,1
2.5,-51.5243911743,-121.402442932,22.9268302917,1
2.58,-25.7317085266,-143.612808228,-14.1158542633,1
2.67,-9.00914669037,-157.957321167,-12.0884151459,1
2.75,-94.0243911743,36.7987823486,-65.7012176514,1
2.83,-79.9542694092,-14.3597564697,-26.067073822,1
2.92,-46.5701217651,-39.0853652954,10.3963413239,1
3.0,-59.7865867615,56.0518302917,28.2012195587,1
3.08,-13.1554880142,-209.115859985,-20.1676826477,1
3.17,90.5640258789,-154.146347046,36.5853652954,1
3.25,50.1524391174,-281.95123291,30.975610733,1
3.33,39.0243911743,-267.987823486,32.4237823486,1
3.42,0.365853667259,-196.631103516,32.4237823486,1
3.5,-56.4024391174,-64.8628082275,45.7469520569,1
3.58,-94.2682952881,-29.5121955872,75.0,1
3.67,-43.2774391174,70.5945129395,66.0518341064,1
3.75,-53.2317085266,70.5945129395,53.6737823486,1
3.83,-31.4939041138,39.4054870605,35.9603652954,1
3.92,-50.3048782349,128.567077637,20.8384151459,1
4.0,19.6798782349,3.42987823486,-65.3201217651,1
4.07,12.2865858078,-31.2042694092,-51.0365867615,1
4.14,14.3902444839,-60.1676826477,-47.2560997009,1
4.21,11.25,-52.5,-42.1036605835,1
4.29,-16.0823173523,5.36585378647,-30.5945129395,1
4.36,-25.1219520569,30.4878063202,-21.0365867615,1
4.43,-36.4024391174,46.2957344055,3.27743911743,1
4.5,-39.3445129395,57.6067085266,11.3871955872,1
4.57,84.7103652954,-195.945129395,-38.4756088257,1
4.64,-27.4390258789,151.524398804,-13.6890249252,1
4.71,-7.34756135941,69.375,6.92073202133,1
4.79,-68.3536605835,-39.5884170532,4.67987823486,1
4.86,-36.5243911743,-107.51524353,-6.89024400711,1
4.93,-40.7774391174,-76.9969558716,-15.5640249252,1
5.0,-22.3780498505,6.44817066193,7.40853691101,1
5.06,-10.0762195587,-24.4359760284,-4.51219511032,1
5.11,2.75914645195,-62.8810997009,-16.0518302917,1
5.17,3.04878044128,-48.4756126404,-6.05182933807,1
5.22,3.20121955872,-59.3292694092,-15.5030488968,1
5.28,-7.98780488968,-32.3932952881,-4.11585378647,1
5.33,-9.42073154449,-41.875,-0.990853667259,1
5.39,-2.69817090034,0.411585360765,-5.54878044128,1
5.44,-6.66158533096,32.317073822,-8.75,1
5.5,-19.466463089,46.7073173523,-15.1067075729,1
5.56,-23.9481716156,50.2743911743,-16.4481716156,1
5.61,-24.0701217651,86.5396347046,-9.7865858078,1
5.67,22.3628063202,104.268295288,24.8932933807,1
5.72,116.615859985,123.76524353,29.9695129395,1
5.78,94.3140258789,112.027442932,-4.22256088257,1
5.83,86.341468811,100.365852356,-21.9512195587,1
5.89,89.8780517578,85.8689041138,-14.6646347046,1
