time,x,y,z,class
0.0,0.5061035,-0.5783691,0.7631836,2
0.03,0.1772461,-0.6782227,1.071533,2
0.06,0.3007813,-0.4394531,0.7321777,2
0.09,0.4904785,-0.4294434,0.6601563,2
0.12,0.6259766,-0.5725098,0.7644043,2
0.15,0.6413574,-0.5168457,0.7358398,2
0.18,0.5488281,-0.3415527,0.6875,2
0.21,0.2368164,-0.3459473,0.8269043,2
0.24,0.2895508,-0.3706055,0.9111328,2
0.26,0.262207,-0.3688965,0.9370117,2
0.29,0.2949219,-0.3242188,0.802002,2
0.32,0.3344727,-0.3398438,0.7734375,2
0.35,0.3857422,-0.3540039,0.8210449,2
0.38,0.4846191,-0.3779297,0.8630371,2
0.41,0.4431152,-0.3930664,0.8354492,2
0.44,0.394043,-0.3901367,0.7678223,2
0.47,0.302002,-0.4785156,0.876709,2
0.5,0.3059082,-0.465332,0.9104004,2
0.53,0.3056641,-0.427002,0.8710938,2
0.56,0.3115234,-0.4020996,0.8012695,2
0.59,0.3249512,-0.4399414,0.8266602,2
0.62,0.3173828,-0.4909668,0.8579102,2
0.65,0.4001465,-0.4914551,0.8127441,2
0.68,0.338623,-0.4321289,0.7873535,2
0.71,0.04638672,-0.4055176,0.9187012,2
0.74,0.369873,-0.5756836,0.6274414,2
0.76,-0.007324219,-0.4555664,0.8129883,2
0.79,0.3078613,-0.5063477,0.8674316,2
0.82,0.3085938,-0.4987793,0.777832,2
0.85,0.192627,-0.4975586,0.7502441,2
0.88,0.02172852,-0.4675293,0.888916,2
0.91,-0.02856445,-0.4626465,1.018799,2
0.94,-0.00390625,-0.4462891,0.8476563,2
0.97,0.2084961,-0.3835449,0.7568359,2
1.0,0.2092285,-0.3996582,1.11377,2
1.05,0.3510742,-0.3435059,0.7387695,2
1.09,0.3081055,-0.3181152,0.6330566,2
1.14,0.152832,-0.3864746,0.7910156,2
1.18,0.1176758,-0.5053711,0.9238281,2
1.23,0.3740234,-0.5957031,0.737793,2
1.27,0.6657715,-0.5612793,0.5627441,2
1.32,0.2790527,-0.713623,0.9541016,2
1.36,0.4094238,-0.6635742,1.030273,2
1.41,0.9958496,-0.5205078,0.7873535,2
1.45,0.9255371,-0.5927734,0.5949707,2
1.5,1.080322,-0.5769043,0.2949219,2
1.55,1.299805,-0.3718262,0.1335449,2
1.59,1.235107,-0.02587891,0.104248,2
